page,raw_line,lane_candidate,matched_lane,rate_1,rate_2,lane,rate_value,diff_rate_1
22,"F24 -KSM NAS INDUST AREA. BEER - 207 i KSM NAIROBI __|NRB INDUST AREA TT UAP,878.65, 107,890.79",F24 -KSM NAS INDUST AREA. BEER,,878.65,107890.79,,,
22,"KOLKStA F24- AUIAU 307 ALER BEER KM MOUNTAIN [RUIRU 30T 128,173.51 115,356.16 12,817.35",F24- AUIAU 307 ALER BEER,,128173.51,115356.16,,,
22,"KOLKSM F24- THIKA 30T BEER BEEN KM [MOUNTAIN [THIKA 30T 138,245.84 124,021.26 13,624.58|",F24- THIKA 30T BEER,KBL NBO F20 - THIKA 30T BEER,138245.84,124021.26,KBL NBO F20 - THIKA 30T BEER,112.29,138133.55
22,"F24 -KSM-VOl- BEER 30T 307 219,264.65 197,428.19 21,936.47",F24 -KSM-VOl- BEER,,219264.65,197428.19,,,
22,"F24 -KSM-ATHIRIVEN - BEER? 151 62,392.76 55,153.48",F24 -KSM-ATHIRIVEN - BEER,,62392.76,55153.48,,,
22,"KBL NSM F24- ELDORET 7.51 BEER 751 6,301.4. 23,671.32",F24- ELDORET 7.51 BEER,KBL NBO F20 - ELDORET 7.5T BEER,7.51,23671.32,KBL NBO F20 - ELDORET 7.5T BEER,507.47,-499.96000000000004
22,"F24_KSM-GATUNDU- BEER - 7.5T 7! 57,843.72 52,059.35",F24_KSM-GATUNDU- BEER,,57843.72,52059.35,,,
22,"F24 -K5M-ISIOLO - BEER- 7.57 TST] 74,813.65 67,152.29",F24 -K5M-ISIOLO - BEER,,7.57,74813.65,,,
23,"F24 -KSM-JUIA- BEER. 7.51 UIA 7ST 64,475.97 58,028.28",F24 -KSM-JUIA- BEER,,7.51,64475.97,,,
23,"KBL KSM F24- KAGIO 7.57 BEER 7.57 68,642.08 64,777.87",F24- KAGIO 7.57 BEER,,7.57,7.57,,,
23,"KGL KSM F20- KAKAMIGA 7.57 BEER 731 34,679.69 31,211.72",F20- KAKAMIGA 7.57 BEER,KBL NBO F20 - KAKAMEGA 7.5T BEER,7.57,34679.69,KBL NBO F20 - KAKAMEGA 7.5T BEER,511.43,-503.86
23,"F24 -KSM -KAVOLE - BEER. 7.57 7.51 61,004,03 54,903.63",F24 -KSM -KAVOLE - BEER,,7.57,7.51,,,
23,"KBLKSM F24- KERICHO 7.57 BEER 72.57 19,594.12 47,684.74",F24- KERICHO 7.57 BEER,KBL NBO F20 - KERICHO 7.5T BEER,7.57,72.57,KBL NBO F20 - KERICHO 7.5T BEER,265.22,-257.65000000000003
23,"KBLKSM F24 - KISH 7.57 BEER 7.51 38,580.60 34,722.54",F24 - KISH 7.57 BEER,,7.57,7.51,,,
23,"KBLKSM F24 - KISUMU AYOTI 7.51 BEER 7.5T 9,834.36 8,850.92",F24 - KISUMU AYOTI 7.51 BEER,KBL NBO F20 - KISUMU AYOTI 7.5T BEER,7.51,9834.36,KBL NBO F20 - KISUMU AYOTI 7.5T BEER,817.44,-809.9300000000001
23,"KOL KSM F24 - LIMURU 7.5T BEER 7.51 49,721.05 44,740,95",F24 - LIMURU 7.5T BEER,KBL NBO F20 - LIMURU 7.5T BEER,7.51,49721.05,KBL NBO F20 - LIMURU 7.5T BEER,354.45,-346.94
23,"F24-KSM-NAIROBI THT - BEER- 7.4 BEER KM NAIROS) |NAIROBTHIT 7.57 57,700.95 51,934.37",F24-KSM-NAIROBI THT - BEER,,7.57,57700.95,,,
23,"F24 -KSM-NANYUKI- BEER. 7.5T weer KM MOUNTAIN |NANYUKI 7.57 65,642.63 $7,278.97",F24 -KSM-NANYUKI- BEER,,7.57,65642.63,,,
23,"F24 -KSM-NAROK - BEER 7.5T BEER KM AFT NAROK 7.5T 36,805.79 53,325.23",F24 -KSM-NAROK - BEER,,36805.79,53325.23,,,
23,"F24.KSM-NGONG- BEER - 7.57 BEER KSM NAIROBI _|NGONG 7.51 57,843.72 52,059.35",F24.KSM-NGONG- BEER,,7.57,7.51,,,
23,"F24-KSM-RUINU - BEER- 2.57 MOUNTAIN 2ST 63,364.58 57,028.39",F24-KSM-RUINU - BEER,,2.57,63364.58,,,
23,"F24 -KSM-UKUNDA- BEER. 7.5T 7.51 136,213.16 122,591.44",F24 -KSM-UKUNDA- BEER,,7.51,136213.16,,,
23,"F24 .KSM-BOMET- BEER- P/UP BOMET Pfup 23,112.52 20,801.08",F24.KSM-BOMET- BEER,,23112.52,20801.08,,,
23,"F24-KSM-EMALI- BEER. P/UP EMAL! Pup| 74,830.15 64,647.10",F24-KSM-EMALI- BEER,,74830.15,64647.1,,,
23,"F24 -KSM-EMBU - BEER- P/UP ¢MoU P/up 67,170.49 60,453.44",F24 -KSM-EMBU - BEER,,67170.49,60453.44,,,
23,"F24 -KSM-GATUNDU - BEER- p/UP MOUNTAIN |GATUNDU Pfup| 54,002.16 48,601.94",F24 -KSM-GATUNDU - BEER,,54002.16,48601.94,,,
23,"F24 -KSM-GIKOMBA - BEER - P/UP BEER KIM NAIROBI _|GIKOMBA P/up 54,263.25 48,038,93",F24 -KSM-GIKOMBA - BEER,,54263.25,,,,
23,"F24 -K5M -HURUMA- BEER- P/UP BEER KSM Nal ul P/up 54,696.86 49,408.97",F24 -K5M -HURUMA- BEER,,54696.86,49408.97,,,
23,"F24 -KSM -JUJA - BEER P/UP. BEE KS MOUNTAIN [JUJA P/up! 60,251.38 54,228.24",F24 -KSM -JUJA - BEER,,60251.38,54228.24,,,
23,"KOU KSM F24 - KiStl PAUP BEER Ks Kisi Pup 21,232.55 19,109.30",F24 - KiStl PAUP BEER,,21232.55,19109.3,,,
24,"F24 -KSM-MAKUTANO - BEER P/UP P/up 68,566.42 61,709.78",F24 -KSM-MAKUTANO - BEER,,68566.42,61709.78,,,
24,"F24 -KSM -NAIRODI- BEER- P/U BEER NAIROBI P/up 53,671.63 40,464.45",F24 -KSM -NAIRODI- BEER,,53671.63,40464.45,,,
24,"F24 -KSM-NAIRODI THT - BEER- P/UP GEER NAUKOML THT P/up 55,159.96 49,643.96",F24 -KSM-NAIRODI THT - BEER,,55159.96,49643.96,,,
24,"F24 -KSM -NGONG - BEER» P/UP BEER NGONG Pfup $4,002,16 48,601.94",F24 -KSM -NGONG - BEER,,48601.94,,,,
24,"F24--SM -NYALI- BEER » P/UP EER NYAU P/up 124,237.64 113,813.88",F24--SM -NYALI- BEER,,124237.64,113813.88,,,
24,"F24-KSM -RONGAI- BEER- P/UP een [RONGAI P/up 55,159.96 49,643.96",F24-KSM -RONGAI- BEER,,55159.96,49643.96,,,
24,"F24-KSM -RUIRU - BEER- P/UP BEER IKSM | MOUNTAIN | RUIRU P/up 59,206.99 $3,206.",F24-KSM -RUIRU - BEER,,59206.99,,,,
24,"F24-KSM -TALA - BEER - P/UP BEER TALA Pup 68,044.22 61,239.80",F24-KSM -TALA - BEER,,68044.22,61239.8,,,
24,"F24 -KSM-URUNDA- BEER» P/UP BEER UKUNDA P/up 127,370.83 114,633.75",F24 -KSM-URUNDA- BEER,,127370.83,114633.75,,,
24,"F24 -KSM -VOl- BEER- P/UP agen voi P/up 100,020.76 90,018.68",F24 -KSM -VOl- BEER,,100020.76,90018.68,,,
24,"KOL K5M F24- DOMET 147 KEG KEG BOMET 1aT 40,574.62 36,517.16",F24- DOMET 147 KEG,,40574.62,36517.16,,,
24,"KBL KSM F24- CHUKA 2AT KEG KEG Chuka 1aT 125,700.16 115,130.14",F24- CHUKA 2AT KEG,,125700.16,115130.14,,,
24,"KL KSM F24 - IKUTHA 147 KEG KEG IKUTHA ut 135,229.32 121,706.39",F24 - IKUTHA 147 KEG,,135229.32,121706.39,,,
24,"bLKSM F24- KAKAMIGA 147 KEG KEG KAKAMEGA EB 147 47,793.24",F24- KAKAMIGA 147 KEG,KBL NBO F20 - KAKAMEGA 14T KEG,47793.24,,KBL NBO F20 - KAKAMEGA 14T KEG,782.4,47010.84
24,"KBLKSM F24 - KERICHO 24T KEG KEG. KERICHO 1aT 25,301.37 22,771.23",F24 - KERICHO 24T KEG,KBL NBO F20 - KERICHO 14T KEG,25301.37,22771.23,KBL NBO F20 - KERICHO 14T KEG,335.07,24966.3
24,"KOLKSM F24- KIAMAU 14T KEG KEG Kambu 1aT 87,626.95 60,864.26",F24- KIAMAU 14T KEG,KBL NBO F20 - KINAMBA 14T KEG,87626.95,60864.26,KBL NBO F20 - KINAMBA 14T KEG,102.98,87523.97
24,"KBL KSM F24 - KIKUYU 147 KEG KEG Kikuyu 1aT 67,635.33 60,871.80",F24 - KIKUYU 147 KEG,,67635.33,60871.8,,,
24,"KOL K5M F24 - KISUMU 147 KEG KEG KISUMU Lat 12,558.63 11,302.77",F24 - KISUMU 147 KEG,,12558.63,11302.77,,,
24,"KBLKSM F24 - KITUI14T KEG KEG xirul 14t 131,756.33 118,589.70",F24 - KITUI14T KEG,KBL NBO F20 - KITUI 14T KEG,131756.33,118589.7,KBL NBO F20 - KITUI 14T KEG,563.17,131193.15999999997
24,"KBL KSM F24. IMURU 447 KEG KEG LIMUAU 147 74,599.81 67,139.83",F24. IMURU 447 KEG,,74599.81,67139.83,,,
24,"KOL KSM F24- MAUA 141 KEG KEG MAUA 14T 136,215.63 104,594.05",F24- MAUA 141 KEG,,136215.63,104594.05,,,
24,"KBL KSM F24 - MIGORI 147 KEG KEG IMIGOR 1aT 45,002.41 40,502.17",F24 - MIGORI 147 KEG,,45002.41,40502.17,,,
24,"KBLKSM F24 - MWIKI LAT KEG KEG Mwiki 141 91,093.76 01,983,48",F24 - MWIKI LAT KEG,,91093.76,,,,
24,"KOI, KSM F20- NAIVASHA 14T KEG NAIVASHA 14T 74,718.07 4,",F20- NAIVASHA 14T KEG,KBL NBO F20 - NAIVASHA 14T KEG,74718.07,,KBL NBO F20 - NAIVASHA 14T KEG,396.48,74321.59000000001
24,"KBL KSM F24 - NAKURU LAT KEG KEG NAKUNU Lat 61,194.77 55,075.29",F24 - NAKURU LAT KEG,,61194.77,55075.29,,,
24,"KBLKSM F24 . NAROK 14T KEG KEG NAROK 14T 56,809.55 54,128.60",F24. NAROK 14T KEG,KBL NBO F20 - NAROK 14T KEG,56809.55,54128.6,KBL NBO F20 - NAROK 14T KEG,914.91,55894.64
24,"KOL KSM F24-NGONG 147 KEG KEG NGONG 14T 76,933.78 69,240.40",F24-NGONG 147 KEG,,76933.78,69240.4,,,
24,"KOL KSM F24- NKUGU 147 KEG KEG NKUBU Lat 117,361.94 105,628.75",F24- NKUGU 147 KEG,,117361.94,105628.75,,,
24,"KGL KSM F24 - RONGAI 1aT KEG Kis Rongal 14T 76,128.80 68,515.92",F24 - RONGAI 1aT KEG,,76128.8,68515.92,,,
24,"KGL KSM F24 - BUNGOMA 30T KEG KUG BUNGOMA 30T 44,466.13 40,021.32 4,446.81",F24 - BUNGOMA 30T KEG,KBL NBO F20 - BUNGOMA 30T KEG,44466.13,40021.32,KBL NBO F20 - BUNGOMA 30T KEG,145.13,44321.0
24,"KBLKSM F24 - CHUKA 30T KEG KEG Chuka ET aaa 163,299.83 18,144.43",F24 - CHUKA 30T KEG,,163299.83,18144.43,,,
24,"KBLKSM F24 - GILGIL 30T KEG KEG oitait 101 89,006.35 80,825.72 8,980.64",F24 - GILGIL 30T KEG,KBL NBO F20 - GILGIL 30T Keg,89006.35,80825.72,KBL NBO F20 - GILGIL 30T Keg,381.47,88624.88
24,"KOL RSM F24- KADSADET JOT KEG KAPSABET 30T 38,187.21 54,565.49 3,638,72",F24- KADSADET JOT KEG,,38187.21,54565.49,,,
24,"KBL KSM F24 - KERICHO 30T KEG ies __30T 43,782,84 39,404.56 4,376.28|",F24 - KERICHO 30T KEG,KBL NBO F20 - KERICHO 30T KEG,39404.56,4376.28,KBL NBO F20 - KERICHO 30T KEG,978.2,38426.36
24,"KOL KSM F24 - KIAMBU 307 KEG Kiambu 307 132,675.14 119,407.63 13,267.53",F24 - KIAMBU 307 KEG,,132675.14,119407.63,,,
24,"KGL KSM F24 - KIS 30T KEG Kasil 307 40,329.76 36,296.78 4,032.98",F24 - KIS 30T KEG,KBL NBO F20 - KISII 30T KEG,40329.76,36296.78,KBL NBO F20 - KISII 30T KEG,409.7,39920.060000000005
24,"KGL KSM F24 - KITALE 30T KEG KITALE aor 67,082.50 60,347.25 6,705.25",F24 - KITALE 30T KEG,KBL NBO F20 - KITALE 30T KEG,67082.5,60347.25,KBL NBO F20 - KITALE 30T KEG,449.12,66633.38
24,"KGL KSM F24 . KITENGELA 30T KEG Kitengela 307 98,824.36 88,941.92 9,882.44",F24. KITENGELA 30T KEG,,98824.36,88941.92,,,
24,"KGL KSM F24 - LIMURU 30T KEG LAIMA 30T 120,342.70 108,308.43 12,034.27",F24 - LIMURU 30T KEG,KBL NBO F20 - LIMURU 30T Keg,120342.7,108308.43,KBL NBO F20 - LIMURU 30T Keg,587.37,119755.33
25,"KOLKSM F24 - NAKUAU 30T KEG Kis KSM RIFT INAKURU __30f 65,079.31 58571,30 6,507.93",F24 - NAKUAU 30T KEG,KBL NBO F20 - NKUBU 30T KEG,65079.31,6507.93,KBL NBO F20 - NKUBU 30T KEG,566.29,64513.02
25,"KBL KSM F24 - NAADK 307 KEG KEG KSM RIFT NAROK 30 66,141.43 77,527.29 8,614.14",F24 - NAADK 307 KEG,,66141.43,77527.29,,,
25,"KBL KSM F24 - NGONG 307 KEG KEG KEM NAIROBI _|NGONG 307 134,341.01 120,906.93 13,434.10",F24 - NGONG 307 KEG,KBL NBO F20 - NGONG 30T KEG,134341.01,120906.93,KBL NBO F20 - NGONG 30T KEG,973.95,133367.06
25,"KGL KSM F24 - NIORO 20T KEG KEG KSM RIFT Njaro 307 60,800.92 $4,720.84 6,080.09",F24 - NIORO 20T KEG,,60800.92,4720.84,,,
25,"KL K5M F24 - NYAHURURU 30T KEG KEG KSM RIFT NYAHUAURU a0f 71,994.72 64,795.25 7,159.47",F24 - NYAHURURU 30T KEG,KBL NBO F20 - NYAHURURU 30T KEG,71994.72,64795.25,KBL NBO F20 - NYAHURURU 30T KEG,891.14,71103.58
25,"KBL KSM F24 - HUNGOMA 7 STRIG KEG KSM LAKE 7.57 21,512.04 19,361.38",F24 - HUNGOMA 7 STRIG KEG,,7.57,21512.04,,,
25,"KOL KSM F264 - CHUKA 7.5T KEG KSM MOUNTAIN [Chuuka 257 83,811.39 75,480.25",F264 - CHUKA 7.5T KEG,,83811.39,75480.25,,,
25,"KGL KSM F24 - DANDORA 7.51 KEG KEG KSM NAIROB! — [Dandara 7.57 64,985.84 55,487.26",F24 - DANDORA 7.51 KEG,,7.51,7.57,,,
25,"KUL KSM F24 - GILGIL 7.51 KEG KEG KSM MOUNTAIN | GILGIL 7.51 42,940.23 58,646.21",F24 - GILGIL 7.51 KEG,,7.51,7.51,,,
25,"KGL KSM F24 - IKUTHA 7.51 KEG KEG KSM MOUNTAIN [IKUTHA 7.57 102,607.96 92,347.16",F24 - IKUTHA 7.51 KEG,,7.51,7.57,,,
25,"KOL KEM F24 - JUJA 7.57 KEG KEG KSM MOUNTAIN |Juja 257 68,132.61 61,319.35",F24 - JUJA 7.57 KEG,,7.57,68132.61,,,
25,"KGL KSM F24- FAPSADET 7ST KEG KEG KSM fut KAPSAGET 757 16,286.50 16,459.70",F24- FAPSADET 7ST KEG,,16286.5,16459.7,,,
25,"KBLKSM F24- KISI7.5T KEG KEG KSM RIFT KISH 75% 23,658.89 23,302.00",F24- KISI7.5T KEG,KBL NBO F20 - KISII 7.5T KEG,23658.89,23302.0,KBL NBO F20 - KISII 7.5T KEG,907.05,22751.84
25,"KOL RGM F24 - KITALE 7.5T KEG a KSM RIFT KITALE 78T 32.064,07 28,657.66",F24 - KITALE 7.5T KEG,KBL NBO F20 - KITALE 7.5T KEG,32.06,28657.66,KBL NBO F20 - KITALE 7.5T KEG,213.01,-180.95
25,"KBLKSM F24 - LIMURU 7.5T KEG KSM NAIROB! _|LIMURU 2,41 56,630.51 40,967.46",F24 - LIMURU 7.5T KEG,KBL NBO F20 - LIMURU 7.5T Keg,56630.51,40967.46,KBL NBO F20 - LIMURU 7.5T Keg,382.48,56248.03
25,"KBL KSM F24 - MAUA 7.51 KEG KEG KSM MOUNTAIN [MAUA 7:5T 86,116.50 79,304.55",F24 - MAUA 7.51 KEG,KBL NBO F20 - MAUA 7.5T KEG,7.51,86116.5,KBL NBO F20 - MAUA 7.5T KEG,293.25,-285.74
25,"KBLKSM F24- MWEA 7.57 KEG kts KSM MOUNTAIN | MWEA 751 75,641.74 64,077.51",F24- MWEA 7.57 KEG,,7.57,75641.74,,,
25,"KGL KSM F24- MWIKi 7.51 KEG KEG KS NAIROM! [Miki 7.51 65,905.83 59,315.25",F24- MWIKi 7.51 KEG,,7.51,7.51,,,
25,"KBLKSM F24- NAKUAU 7.51 KEG aT NAKURU 7.51 36,404.16 32,763.74",F24- NAKUAU 7.51 KEG,,7.51,7.51,,,
25,"KBL KSM F24 - NAROK 7.57 KEG RIFT NAROK 7 491,235.19 37,111.67",F24 - NAROK 7.57 KEG,,7.57,491235.19,,,
25,"KBLKSM F24- NGONG 7.51 KEG NAIROBI! |NGONG 7.5T 63,708.93 57,338.02",F24- NGONG 7.51 KEG,KBL NBO F20 - NGONG 7.5T KEG,7.51,63708.93,KBL NBO F20 - NGONG 7.5T KEG,442.2,-434.69
25,"KBLKSM F24 - NKUBU 7.57 KEG Kseg m MOUNTAIN [NKUBU Lat 82,475.32 74,227.79",F24 - NKUBU 7.57 KEG,KBL NBO F20 - NKUBU 7.5T KEG,7.57,82475.32,KBL NBO F20 - NKUBU 7.5T KEG,537.91,-530.3399999999999
25,"KEL KSM F24. NYAHUAURU 2.51 KEG KEG KEM RFT NYAHUAURU 7.57 46,038.83 43,834.93",F24. NYAHUAURU 2.51 KEG,,2.51,7.57,,,
25,"KBLKSM F24- THIKA 7.5T KEG KES KSM MOUNTAIN |THIKA 15 71,992.36 64,795.12",F24- THIKA 7.5T KEG,KBL NBO F20 - THIKA 7.5T KEG,71992.36,64795.12,KBL NBO F20 - THIKA 7.5T KEG,682.99,71309.37
25,"F24-kSM-BOMEY - SPINITS - 147 SPIRITS DOMET 147 31,400.43 28,260.39",F24-kSM-BOMEY - SPINITS - 147 SPIRITS,,31400.43,28260.39,,,
25,"F24 - KSM- ELDORET- SPIRITS- 14T SPIAIT. KS RIFT ELDORET 1a7 29,563.32 26,605.99",F24 - KSM- ELDORET- SPIRITS,,29563.32,26605.99,,,
25,"F24-KSM-KITHYUKO EG-SPIRITS-14T SPIRITS [RSI COAST [KITHYUKO 147 103,472.46 91,325.21",F24-KSM-KITHYUKO EG-SPIRITS,,103472.46,91325.21,,,
25,"F24 - KSM- LOKICHOGIO - SPIRITS - 147 Ea MOUNTAIN |LOKICHOGIO 347) 141,137.53 127,001.53",F24 - KSM- LOKICHOGIO - SPIRITS,,141137.53,127001.53,,,
26,"F24 - KSM- MAKONG- ESPiNnIITS - 147 SPIRITS KSM MOUNTAIN | MAKONGENI 147 85,877.17 17,289.45",F24 - KSM- MAKONG- ESPiNnIITS - 147 SPIRITS,,85877.17,17289.45,,,
26,"F24 - KSM- MAUA EB- SPIRITS - 147 SPITS KSM MOUNTAIN |MAUA Lat 107,513.85 98,762.47",F24 - KSM- MAUA EB- SPIRITS,,107513.85,98762.47,,,
26,"KGL KSM F24 - NAIROMI 147 SPIRIT SPIRITS xSM NAIROBI [NAIROBI 147 74,059.42 66,653.48",F24 - NAIROMI 147 SPIRIT SPIRITS,,74059.42,66653.48,,,
26,"KL KSM F24 - NAIVASHA 147 SPINIT SPIRITS KSM RIFT NAIVAS HA 147 63,409.98 $5,340.98",F24 - NAIVASHA 147 SPINIT SPIRITS,,63409.98,5340.98,,,
26,"KEL KSM F24- NAKUAU LAT SPIRIT SPIRITS KSM RIFT NAKURU 14T 43,504.54 97,354.09",F24- NAKUAU LAT SPIRIT SPIRITS,,43504.54,97354.09,,,
26,"F24 - KSM - NAKURU EB - SPIRITS - LAT. SPIRITS KSM RIFT NAKUAU 1a7 41,804.54 37,354,909",F24 - KSM - NAKURU EB - SPIRITS,,41804.54,,,,
26,"F24- KSM. NAKURU . SPIRITS » L4T [spurs KaM Ret NAXUAU 14T 41,504.54 37,354.09",F24- KSM. NAKURU. SPIRITS,,41504.54,37354.09,,,
26,"F24.KSM- NAROKEB- SPIAITS - 147 SPIRITS KSM RIFT. NAROK 147 47,033.97 42,330.57",F24.KSM- NAROKEB- SPIAITS - 147 SPIRITS,,47033.97,42330.57,,,
26,"KO KSM F24- NYAHURUAY 147 SPIRIT SPIRITS KSM RIFT NYAHURURU 147 $3,096.43 47,706.79",F24- NYAHURUAY 147 SPIRIT SPIRITS,,3096.43,47706.79,,,
26,"F24- KS - NYALI- SPIRITS - 147 SPIRITS KSM COAST NYAL 14T 172,158.85 154,942.95",F24- KS - NYALI- SPIRITS,,172158.85,154942.95,,,
26,"F24- KSM- RUIRU EG- SPIRITS- 14T SPIRITS KSM MOUNTAIN |RUIRU EB 1aT 81,468.11 73,321.30",F24- KSM- RUIRU EG- SPIRITS,,81468.11,73321.3,,,
26,"KBLKSM F24- BOMET 307 SPIRIT SPIRITS KSM 307 48,696.27 43,817.64 4,668.63",F24- BOMET 307 SPIRIT SPIRITS,,48696.27,43817.64,,,
26,"F24 - KSM - BOMET- SPIRITS - 307 SPIRITS KSM 307 48,686.27 43,017.64 4,858.63|",F24 - KSM - BOMET- SPIRITS,,48686.27,43017.64,,,
26,"KBLKSM F24 - 307 SPIRIT SPIRITS KS. aot 42,052.19 35,3865,97 4,265.22",F24 - 307 SPIRIT SPIRITS,,42052.19,4265.22,,,
26,"F24- KSM - BURUBURU - SPIRITS - S0T SPIRITS KSM NAIROB! _|BURUBURU 30 121,071.63 108,964.47 12,107.16",F24- KSM - BURUBURU - SPIRITS,,121071.63,108964.47,,,
26,"F24 - KSM - ELDORET - SPIRITS - 307 SPIRITS KSM RIET ELDORET soy 45,723.02 41,351.44 4,572.38|",F24 - KSM - ELDORET - SPIRITS,,45723.02,41351.44,,,
26,"F24- KSM- GATUNOU- SPIRITS » 30T SPIRITS KS MOUNTAIN |GATUNOU 307 136,532.13 104,878.92 13,653.21",F24- KSM- GATUNOU- SPIRITS,,136532.13,104878.92,,,
26,"F24 - KSM - JUJAEQ- SPIRIT- 3S07 SPIRITS KS MOUNTAIN [JUJA sot 130,403.15 117,363.02 13,040.34",F24 - KSM - JUJAEQ- SPIRIT- 3S07 SPIRITS,,130403.15,117363.02,,,
26,"KGL KSM F24 . KAPSAQET 30T SPIRIT SPIRITS Ka KAPSABET 30T 32,339.70 29,305.73 3,233.97",F24. KAPSAQET 30T SPIRIT SPIRITS,,32339.7,29305.73,,,
26,"KOL KSM F24 - KERICHO 30T SPIRIT SPIRITS KERICHO 307 33,674,06 30,486.65 3,387.41",F24 - KERICHO 30T SPIRIT SPIRITS,,30486.65,3387.41,,,
26,"KBLKSM F24 - KISH 307 SPIRIT SPIRITS KS het wisi 307 40,596.90 36,536.76 4,059.64",F24 - KISH 307 SPIRIT SPIRITS,,40596.9,36536.76,,,
26,"KBL KSM F24 - KISUMU JOT SPIRIT SPIRITS KSM LAKE KISUMU sor 14,308,800 12,077,92 1,430.88",F24 - KISUMU JOT SPIRIT SPIRITS,,1430.88,,,,
26,"F24 - KSM- MAKUTANO- SPIRITS- 30T SPIRITS KSM. MOUNTAIN | MAKUTANO Aor 148,663.07 133,796.76 14,866.31",F24 - KSM- MAKUTANO- SPIRITS,,148663.07,133796.76,,,
27,"F24- KSM - MATHAME EO - SPIRITS - 207 SPIRITS KM AIROBL |MATHARE 30T 119,146.04 107,251.44 11,014.60",F24- KSM - MATHAME EO - SPIRITS,,119146.04,107251.44,,,
27,"F24 - KSM- MAUA EB - SPIRITS - 30T PIRITS ksi MOUNTAIN |MAUA 30T 169,562.85 152,606.57 16,956.29",F24 - KSM- MAUA EB - SPIRITS,,169562.85,152606.57,,,
27,"F24 - KSM- MERU - SPIRITS- 30T SPIRITS [ks MOUNTAIN |MERU 301 180,992.97 155,893.15 15,099.24|",F24 - KSM- MERU - SPIRITS,,180992.97,155893.15,,,
27,"KBLKSM F24 . MIGORI 30T SPIRIT SPIRITS KS LAKE MIGORI 301 71,452.80 64,307.52 7,145.28",F24. MIGORI 30T SPIRIT SPIRITS,,71452.8,64307.52,,,
27,"F24- KiM- MOMBAS-A SPIA- I3T0ST SPIRITS KSM [coast __ |MOMBASA 30T 256,559.05 230,903.15 25,655.91",F24- KiM- MOMBAS-A SPIA- I3T0ST SPIRITS,,256559.05,230903.15,,,
27,"KBLKSM F24- NAIROBI 307 SPIRIT SPIRITS Kt WAIRODL [NAIROBI 30T 116,235.88 104,612.29 13,623.59|",F24- NAIROBI 307 SPIRIT SPIRITS,,116235.88,104612.29,,,
27,"F24 - KSM- NAIROBI THT. SPIRITS - 307 307 116,235.88 104,632.29 13,623.59|",F24 - KSM- NAIROBI THT. SPIRITS,,116235.88,104632.29,,,
27,"F24- KSM- NAROK Eft- SPIRITS- 30T SPIRITS KM RIFT NAROK 30T 73,547.58 66,192.62 7,354.76",F24- KSM- NAROK Eft- SPIRITS,,73547.58,66192.62,,,
27,"F24- KSM. NGONG . SPIRITS 30T spinits |ksm4_ atom |NGONG 30F 116,592.13 104,978.92 41,653.21",F24- KSM. NGONG. SPIRITS,,116592.13,104978.92,,,
27,"F24- KSM- NYERI - SPIRITS - 307 SPIRITS KSM MOUNTAIN [NYER 307 124,182.21 111,763.99 12,410.22",F24- KSM- NYERI - SPIRITS,,124182.21,111763.99,,,
27,"F24- KSM-TALA- SPIRITS - 30T SPIRITS KSM COAST _[TALA aor 147,478.00 132,730.28 14,747.81",F24- KSM-TALA- SPIRITS,,147478.0,132730.28,,,
27,"F24. KSM.- THIKA . SPIRITS- 30T ks MOUNTAIN | THIKA 307 138,105.71 124,295.14 13,810.57",F24. KSM.- THIKA. SPIRITS,,138105.71,124295.14,,,
27,"F24- KSM- VOL. SPIRITS . 30T SPIRITS coast [vol 30Y 249,224,53, 197,302.08 21,922.45",F24- KSM- VOL. SPIRITS,,197302.08,21922.45,,,
27,"F24 - KSM - ATHI RIVER - SPIRITS - 7.57 SPIRITS WAIROG! [ATHI RIVER 257 62,272.66 56,045.39",F24 - KSM - ATHI RIVER - SPIRITS,,7.57,62272.66,,,
27,"KGL KSM F24 - BUNGOMA 7.57 SPIRIT SPIRITS [KEM LAKE BUNGOMA 2.51 20,757.98 10,682.16",F24 - BUNGOMA 7.57 SPIRIT SPIRITS,KBL NBO F20 - BUNGOMA 7.5T SPIRIT,7.57,2.51,KBL NBO F20 - BUNGOMA 7.5T SPIRIT,331.67,-324.1
27,"KBLKSM F24- BUSIA 7.57 SPIRIT SPIRITS KSM LAKE BUSIA 737 24,849.23 22,364.31",F24- BUSIA 7.57 SPIRIT SPIRITS,,7.57,24849.23,,,
27,"F24 KS. DANDORA EB. SPIRITS » 7.5T SPIRITS KSI ANON [DANDORA 737 39,495.19 33,545.67",F24 KS. DANDORA EB. SPIRITS,,39495.19,33545.67,,,
27,"F24- KM - KIBERA UD - SPIRITS - 7.57 SPIRITS NAIROBI [KIBERA 7.57 57,862.49 $2,076.24",F24- KM - KIBERA UD - SPIRITS,,7.57,7.57,,,
27,"KBL MSM F24 . KISH 7.57 SPIRIT SPIRITS KSM (FT kisit 251 20,905.84 18,815.26",F24. KISH 7.57 SPIRIT SPIRITS,,7.57,20905.84,,,
27,"F24- RSM - MAUA EB. SPIRITS - 7.57 SPIRITS KM MOUNTAIN [MAUA 7.57 83,179.38 74,060.54",F24- RSM - MAUA EB. SPIRITS,,7.57,7.57,,,
